,algorithm_of_vehicle_classification,algorithm_of_vehicle_classification_name,calibration_of_weighing_system,calibration_of_weighing_system_name,classification_system_for_vehicle_classification,concurrent_route_signing,concurrent_signed_route_number,direction_of_travel,direction_of_travel_name,fips_county_code,fips_state_code,functional_classification,functional_classification_name,hpms_sample_identifier,hpms_sample_type,lane_of_travel,lane_of_travel_name,latitude,longitude,lrs_identification,lrs_location_point,method_of_data_retrieval,method_of_data_retrieval_name,method_of_traffic_volume_counting,method_of_traffic_volume_counting_name,method_of_truck_weighing,method_of_truck_weighing_name,method_of_vehicle_classification,method_of_vehicle_classification_name,national_highway_system,number_of_lanes_in_direction_indicated,number_of_lanes_monitored_for_traffic_volume,number_of_lanes_monitored_for_truck_weight,number_of_lanes_monitored_for_vehicle_class,posted_route_signing,posted_signed_route_number,previous_station_id,primary_purpose,primary_purpose_name,record_type,sample_type_for_traffic_volume,sample_type_for_traffic_volume_name,sample_type_for_truck_weight,sample_type_for_truck_weight_name,sample_type_for_vehicle_classification,sample_type_for_vehicle_classification_name,second_type_of_sensor,shrp_site_identification,station_id,station_location,type_of_sensor,type_of_sensor_name,year_of_data,year_station_discontinued,year_station_established
12824,,,,,15,0,00000000,1,North,81,37,3U,Urban: Principal Arterial - Other,,N,2,Other lanes,36.1162,79.9624,003000006840,25181.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000068,,P,Planning or traffic statistics purposes,S,,,,,,,L,4002,374002,0.5 MILES NORTH OF SR 4464 (BR,P,Piezoelectric,15,8,4
12913,,,,,1,0,00000000,1,North,55,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.7953,75.5465,003000001227,86179.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,3,00000012,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2701,8.50 MILES SOUTH OF US 64,L,Inductance loop,15,0,64
12991,,,,,15,0,00000000,7,West,87,37,1U,Urban: Principal Arterial - Interstate,,N,4,Other lanes,35.5471,82.9329,001000004043,42521.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,4301,374301,0.90 MILES WEST OF US 74,P,Piezoelectric,15,2,0
12998,,,,,15,0,00000000,1,North,141,37,4R,Rural: Minor Arterial,,N,1,Outside (rightmost) lane,34.4518,78.0513,002000042170,13934.0,2,Automated (telemetry),0,,0,,0,,N,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,,,,,,,L,7002,377002,0.40 MILES SOUTH OF NC 210,P,Piezoelectric,15,11,4
13178,,,,,1,0,00000000,5,South,55,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.7953,75.5465,003000001227,86179.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,3,00000012,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2701,8.50 MILES SOUTH OF US 64,L,Inductance loop,15,0,64
13264,,,,,1,1,00000074,1,North,151,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.6024,79.8182,001000007375,10874.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,1,00000073,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,7501,0W7501,0.80 MILES NORTH OF SR 1121 (N,L,Inductance loop,15,0,4
13297,,,,,1,0,00000000,7,West,179,37,6R,Rural: Minor Collector,,N,0,Data with lanes combined,34.9425,80.4967,004000210689,3688.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00002106,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8901,0.30 MILES WEST OF US 601,L,Inductance loop,15,0,93
13329,,,,,1,0,00000000,5,South,67,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100678,Y,0,Data with lanes combined,36.083,80.4074,002000042133,35032.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000421,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3304,1.10 MILES NORTH OF SR 1103 (S,L,Inductance loop,15,0,99
13487,,,,,1,0,00000000,3,East,183,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000101655,Y,0,Data with lanes combined,35.8052,78.7158,004000172891,6610.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,3,00001728,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9107,0.50 MILES WEST OF SR 1664 (BL,L,Inductance loop,15,0,93
13581,,,,,15,0,00000000,7,West,165,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,1,Outside (rightmost) lane,34.7753,79.4974,002000007482,15159.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,8201,378201,0.10 MILES EAST OF NC 79 (GIBS,P,Piezoelectric,15,11,4
13590,,,,,1,0,00000000,1,North,81,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100395,Y,0,Data with lanes combined,36.2074,79.6922,002000002940,46743.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4008,0.50 MILES SOUTH OF NC 150,L,Inductance loop,15,0,54
13635,,,,,15,2,00000076,7,West,47,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,34.3424,78.6312,002000007423,35205.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1645,371645,1.60 MILES EAST OF US 74 BUS (,P,Piezoelectric,15,13,4
13730,,,,,15,0,00000000,3,East,183,37,1U,Urban: Principal Arterial - Interstate,000000100091,Y,1,Outside (rightmost) lane,35.7818,78.7493,001000004091,14172.0,2,Automated (telemetry),0,,0,,0,,Y,3,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1006,371006,0.80 MILES EAST OF NC 54 (CHAP,P,Piezoelectric,15,3,0
13745,,,,,15,0,00000000,7,West,87,37,1U,Urban: Principal Arterial - Interstate,,N,3,Other lanes,35.5471,82.9329,001000004043,42521.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,4301,374301,0.90 MILES WEST OF US 74,P,Piezoelectric,15,2,0
13956,,,,,1,0,00000000,3,East,169,37,6R,Rural: Minor Collector,,N,0,Data with lanes combined,36.2945,80.1469,004000193584,487.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001935,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8401,0.30 MILES WEST OF US 311,L,Inductance loop,15,0,93
13963,,,,,15,0,00000000,3,East,21,37,1U,Urban: Principal Arterial - Interstate,,N,2,Other lanes,35.5736,82.5149,001000024010,12791.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000240,,P,Planning or traffic statistics purposes,S,,,,,,,L,1003,371003,0.90 MILES EAST OF US 70 (TUNN,P,Piezoelectric,15,7,3
13964,,,,,1,2,00000601,5,South,159,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.6201,80.507,001000008579,15315.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000085,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7901,0.10 MILES NORTH OF SR 2539 (P,L,Inductance loop,15,98,58
14145,,,,,15,2,00000074,3,East,39,37,5R,Rural: Major Collector,,N,2,Other lanes,35.2065,83.825,002000001919,39646.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1902,371902,0.20 MILES EAST OF SR 1388 (LO,P,Piezoelectric,15,10,0
14174,,,,,1,1,00000077,5,South,171,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.5512,80.7433,001000007485,1193.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000074,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8501,4.00 MILES NORTH OF THE I-77 /,L,Inductance loop,15,98,93
14233,,,,,1,0,00000000,7,West,87,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.4761,82.9618,002000027643,30484.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000276,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4301,0.06 MILES EAST OF SR 1812 (RA,L,Inductance loop,15,0,57
14245,,,,,1,0,00000000,7,West,129,37,5U,Urban: Collector,,N,0,Data with lanes combined,34.1976,77.8629,005000090264,825.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6408,0.50 MILES EAST OF PINE GROVE,L,Inductance loop,15,4,93
14258,,,,,1,0,00000000,7,West,67,37,1U,Urban: Principal Arterial - Interstate,000000102293,Y,0,Data with lanes combined,36.0896,80.0415,001000004033,37337.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4013,1.27 MILES EAST OF NC 66,L,Inductance loop,15,0,6
14273,,,,,15,0,00000000,1,North,71,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100659,Y,4,Other lanes,35.3124,81.1872,002000032135,18443.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,3501,373501,0.20 MILES SOUTH OF US 321 BUS,P,Piezoelectric,15,5,3
14318,,,,,1,0,00000000,1,North,183,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.8354,78.6802,004000166991,258.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001669,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9105,0.15 MILES NORTH OF SR 1670 (B,L,Inductance loop,15,0,93
14495,,,,,1,0,00000000,5,South,119,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.2017,80.8658,005000096759,3088.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5982,0.05 MILES SOUTH OF IDEAL WAY,L,Inductance loop,15,99,71
14547,,,,,15,2,00000441,1,North,111,37,3U,Urban: Principal Arterial - Other,,N,4,Other lanes,35.2037,83.3599,002000002355,26531.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000023,,P,Planning or traffic statistics purposes,S,,,,,,,L,1814,371814,0.20 MILES SOUTH OF SR 1513 (R,P,Piezoelectric,15,7,3
14617,,,,,1,0,00000000,5,South,61,37,6R,Rural: Minor Collector,,N,0,Data with lanes combined,34.9177,77.7608,004000180130,13350.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001801,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3001,0.30 MILES SOUTH OF NC 24,L,Inductance loop,15,0,93
14646,,,,,15,0,00000000,1,North,99,37,3U,Urban: Principal Arterial - Other,,N,2,Other lanes,35.2965,83.1802,003000010749,46234.0,2,Automated (telemetry),0,,0,,0,,Y,1,1,1,1,3,00000107,,P,Planning or traffic statistics purposes,S,,,,,,,L,1024,371024,0.30 MILES NORTH OF SPEEDWELL,P,Piezoelectric,15,4,1
14662,,,,,1,0,00000000,3,East,55,37,3U,Urban: Principal Arterial - Other,,N,0,Data with lanes combined,36.0931,75.7423,002000015827,2319.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000158,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2703,0.20 MILES WEST OF BARLOW LANE,L,Inductance loop,15,0,57
14684,,,,,1,0,00000000,1,North,191,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.3153,78.0361,002100011795,16510.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000117,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9501,0.20 MILES SOUTH OF US 117,L,Inductance loop,15,0,54
14685,,,,,1,0,00000000,3,East,183,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.8425,78.662,000000000000,,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9106,0.10 MILES WEST OF NORTHBROOK,L,Inductance loop,15,0,93
14725,,,,,1,0,00000000,1,North,15,37,4R,Rural: Minor Arterial,,N,0,Data with lanes combined,36.0796,76.9776,002000001307,29042.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000013,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0701,0.10 MILES SOUTH OF NC 305,L,Inductance loop,15,14,54
14754,,,,,1,0,00000000,7,West,183,37,3U,Urban: Principal Arterial - Other,,N,0,Data with lanes combined,35.6718,78.5114,002900007050,20.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000070,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9101,0.63 MILES EAST OF SR 2558 (GU,L,Inductance loop,15,0,67
14767,,,,,1,0,00000000,1,North,31,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,34.7101,76.7371,004000118215,1011.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001182,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1501,0.90 MILES SOUTH OF US 70 (ARE,L,Inductance loop,15,0,78
14914,,,,,1,0,00000000,5,South,131,37,1R,Rural: Principal Arterial - Interstate,000000102531,Y,0,Data with lanes combined,36.5284,77.5848,001000009565,10021.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000095,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6501,0.10 MILES NORTH OF NC 48,L,Inductance loop,15,0,93
14994,,,,,1,0,00000000,3,East,51,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.0001,78.9495,004000113725,1024.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001137,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2503,0.60 MILES WEST OF SR 1003 (CA,L,Inductance loop,15,0,93
15002,,,,,1,0,00000000,3,East,127,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.8659,78.0984,003000009763,14296.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00000097,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6302,0.10 MILES EAST OF NC 581,L,Inductance loop,15,0,54
15043,,,,,15,0,00000000,5,South,105,37,3R,Rural: Principal Arterial - Other,,N,2,Other lanes,35.5866,79.1233,002000000152,30983.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000001,,P,Planning or traffic statistics purposes,S,,,,,,,L,0900,370900,0.10 MILES SOUTH OF SR 1423 (F,P,Piezoelectric,15,9,4
15064,,,,,15,0,00000000,3,East,7,37,3U,Urban: Principal Arterial - Other,000000100512,Y,2,Other lanes,34.962,79.9806,002000007403,30724.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,0301,370301,0.30 MILES WEST OF SR 1740 (AP,P,Piezoelectric,15,11,4
15191,,,,,15,0,00000000,5,South,141,37,4R,Rural: Minor Arterial,,N,3,Other lanes,34.4518,78.0513,002000042170,13934.0,2,Automated (telemetry),0,,0,,0,,N,2,2,2,2,2,00000421,,P,Planning or traffic statistics purposes,S,,,,,,,L,7002,377002,0.40 MILES SOUTH OF NC 210,P,Piezoelectric,15,11,4
15219,,,,,1,0,00000000,1,North,135,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.9949,79.1623,004000110267,8280.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001102,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6701,0.07 MILES NORTH OF SR 1115 (A,L,Inductance loop,15,0,93
15401,,,,,1,0,00000000,7,West,71,37,5U,Urban: Collector,,N,0,Data with lanes combined,35.2016,81.254,004000112635,1933.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001126,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3501,0.10 MILES WEST OF SR 1113 (BO,L,Inductance loop,15,0,93
15715,,,,,1,0,00000000,7,West,147,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.6028,77.3538,004000159873,4042.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00001598,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7301,1.05 MILES EAST OF SR 1707 (CH,L,Inductance loop,15,0,54
15730,,,,,15,2,00000074,7,West,39,37,5R,Rural: Major Collector,,N,3,Other lanes,35.2065,83.825,002000001919,39646.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1902,371902,0.20 MILES EAST OF SR 1388 (LO,P,Piezoelectric,15,10,0
15751,,,,,15,0,00000000,3,East,119,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,4,Other lanes,35.3343,80.821,003000002459,4836.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000024,,P,Planning or traffic statistics purposes,S,,,,,,,L,5903,375903,0.20 MILES EAST OF NC 115 (OLD,P,Piezoelectric,15,11,3
15789,,,,,1,0,00000000,3,East,37,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.7379,79.0427,002000006418,48269.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1801,0.80 MILES EAST OF SR 1716 (BI,L,Inductance loop,15,0,70
15941,,,,,15,0,00000000,5,South,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,1,Outside (rightmost) lane,35.8718,80.2542,002000005228,21874.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,0200,370200,0.40 MILES SOUTH OF NC 8,P,Piezoelectric,15,10,4
15947,,,,,1,0,00000000,5,South,119,37,3U,Urban: Principal Arterial - Other,000000100901,Y,0,Data with lanes combined,35.2451,80.8928,003000002759,12641.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00000027,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5985,0.25 MILES SOUTH OF I-85,L,Inductance loop,15,99,78
15971,,,,,1,0,00000000,1,North,119,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.2017,80.8658,005000096759,3088.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5982,0.05 MILES SOUTH OF IDEAL WAY,L,Inductance loop,15,99,71
15989,,,,,1,0,00000000,3,East,101,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.4294,78.5319,001000004050,23706.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5001,0.60 MILES WEST OF NC 242,L,Inductance loop,15,0,93
16094,,,,,15,2,00000029,5,South,71,37,1R,Rural: Principal Arterial - Interstate,000000102602,Y,4,Other lanes,35.2327,81.3207,001000008535,335.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000085,,P,Planning or traffic statistics purposes,S,,,,,,,L,2202,372202,0.80 MILES EAST OF NC 161 (YOR,P,Piezoelectric,15,3,0
16152,,,,,15,0,00000000,3,East,23,37,1U,Urban: Principal Arterial - Interstate,,N,4,Other lanes,35.7285,81.5844,001000004011,26284.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1101,371101,1.35 MILES WEST OF SR 1734 (CA,P,Piezoelectric,15,9,3
16245,,,,,1,0,00000000,5,South,81,37,7R,Rural: Local System,,N,0,Data with lanes combined,35.9638,79.8649,004000113140,770.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001131,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4005,0.50 MILES SOUTH OF SR 1113 (K,L,Inductance loop,15,14,93
16320,,,,,15,0,00000000,7,West,141,37,1R,Rural: Principal Arterial - Interstate,,N,4,Other lanes,34.4511,77.8773,001000004070,31303.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,7001,377001,0.70 MILES WEST OF NC 210,P,Piezoelectric,15,10,4
16455,,,,,15,2,00000311,1,North,157,37,3R,Rural: Principal Arterial - Other,,N,4,Other lanes,36.4006,79.9387,002000022078,16804.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000220,,P,Planning or traffic statistics purposes,S,,,,,,,L,7803,377803,1.10 MILES SOUTH OF US 311,P,Piezoelectric,15,8,3
16520,,,,,15,3,00000008,1,North,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,2,Other lanes,35.9866,80.2353,002000005228,36349.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,3807,373807,1.20 MILES NORTH OF SR 1508 (H,P,Piezoelectric,15,4,99
16600,,,,,1,2,00000076,3,East,129,37,3U,Urban: Principal Arterial - Other,,N,0,Data with lanes combined,34.2195,77.8148,002000007464,17126.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000074,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6403,0.02 MILES EAST OF SUMMER REST,L,Inductance loop,15,0,54
16603,,,,,15,2,00000158,5,South,139,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,36.4085,76.3387,002000001769,28776.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000017,,P,Planning or traffic statistics purposes,S,,,,,,,L,1030,371030,0.45 MILES SOUTH OF US 158,P,Piezoelectric,15,9,4
16654,,,,,1,0,00000000,3,East,87,37,1R,Rural: Principal Arterial - Interstate,000000102900,Y,0,Data with lanes combined,35.5894,82.9976,001000004043,34613.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4304,1.00 MILES EAST OF US 276,L,Inductance loop,15,4,98
16664,,,,,1,0,00000000,7,West,59,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.9612,80.525,001000004029,19346.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2901,0.50 MILES EAST OF SR 1410 (FA,L,Inductance loop,15,10,72
16927,,,,,15,0,00000000,1,North,71,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100659,Y,6,Other lanes,35.3124,81.1872,002000032135,18443.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,3501,373501,0.20 MILES SOUTH OF US 321 BUS,P,Piezoelectric,15,5,3
16928,,,,,15,0,00000000,7,West,23,37,1U,Urban: Principal Arterial - Interstate,,N,2,Other lanes,35.7285,81.5844,001000004011,26284.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1101,371101,1.35 MILES WEST OF SR 1734 (CA,P,Piezoelectric,15,9,3
16929,,,,,15,0,00000000,5,South,81,37,3U,Urban: Principal Arterial - Other,,N,3,Other lanes,36.1162,79.9624,003000006840,25181.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000068,,P,Planning or traffic statistics purposes,S,,,,,,,L,4002,374002,0.5 MILES NORTH OF SR 4464 (BR,P,Piezoelectric,15,8,4
16932,,,,,1,0,00000000,1,North,127,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.0998,77.8056,001000009563,37085.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000095,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6303,1.95 MILES SOUTH OF NC 33,L,Inductance loop,15,0,57
17209,,,,,15,0,00000000,7,West,149,37,1R,Rural: Principal Arterial - Interstate,000000100007,Y,1,Outside (rightmost) lane,35.2381,82.2048,001000002674,14988.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000026,,P,Planning or traffic statistics purposes,S,,,,,,,L,7401,377401,1.00 MILES EAST OF US 74,P,Piezoelectric,15,9,0
17251,,,,,1,2,00000074,3,East,21,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.5514,82.7311,001000004010,3515.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000040,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1003,1.45 MILES EAST OF SR 1200 (WI,L,Inductance loop,15,0,54
17283,,,,,15,0,00000000,5,South,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,2,Other lanes,35.8718,80.2542,002000005228,21874.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,0200,370200,0.40 MILES SOUTH OF NC 8,P,Piezoelectric,15,10,4
